jlpt ,Vocab-expression,Vocab-kana,one (thing),Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana
JLPT1,組み合わせる,くみあわせる,incorporate - integrate,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,いろいろな花を<b>組み合わせ</b>花束を作りました。,いろいろ な はな を <b>くみあわせ</b> はなたば を つくりました,I put many kinds of flowers together to make a bouquet.,[sound:1b0f64a1075c919b6ae8a6775c8ab78c.mp3],,組[く]み 合[あ]わせる,いろいろな 花[はな]を<b> 組[く]み 合[あ]わせ</b> 花束[はなたば]を 作[つく]りました。
JLPT1,組み込む,くみこむ,quiz - quiz show,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,キャンペーンに新しいイベントを<b>組み込みました</b>。,きゃんぺーん に あたらしい いべんと を <b>くみこみました</b>,We introduced a new event into the campaign.,[sound:9172b01e1f1e4cd14f7cf106a0646627.mp3],,組[く]み 込[こ]む,キャンペーンに 新[あたら]しいイベントを<b> 組[く]み 込[こ]みました</b>。
JLPT1,クイズ,クイズ,grapple - pursue,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>クイズ</b>番組を見るのが好きです。,<b>くいず</b> ばんぐみ を みる の が すき です,I like to watch quiz shows.,[sound:4205f558fba6dd2a551c4d5662ad475d.mp3],,クイズ,<b>クイズ</b> 番組[ばんぐみ]を 見[み]るのが 好[す]きです。
JLPT1,取り組む,とりくむ,videotaping,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,彼女はスペイン語に<b>取り組んでいます</b>。,かのじょ は すぺいんご に <b>とりくんで います</b>,Shes working on her Spanish.,[sound:91324fa1d7551b8814aa0dea48b26dbb.mp3],,取[と]り 組[く]む,彼女[かのじょ]はスペイン 語[ご]に<b> 取[と]り 組[く]んでいます</b>。
JLPT0,録画,ろくが,request,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,好きな番組を<b>録画</b>したの。,すき な ばんぐみ を <b>ろくが</b> した の,I recorded my favorite program.,[sound:a125da697779b4ef58eef971c9c9dd0c.mp3],,録画[ろくが],好[す]きな 番組[ばんぐみ]を<b> 録画[ろくが]</b>したの。
JLPT0,リクエスト,リクエスト,cloth - textile,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,ラジオ番組に<b>リクエスト</b>を送ったの。,らじお ばんぐみ に <b>りくえすと</b> を おくった の,I sent a request to the radio show.,[sound:683a50d85f0ddc3cfd92caf94e3e156b.mp3],,リクエスト,ラジオ 番組[ばんぐみ]に<b>リクエスト</b>を 送[おく]ったの。
JLPT1,織物,おりもの,new - fresh,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,その町は<b>織物</b>業で有名です。,その まち は <b>おりもの</b>ぎょう で ゆうめい です,The town is famous for the textile industry.,[sound:f80562b91cc5959733d44c504e452d84.mp3],,織物[おりもの],その 町[まち]は<b> 織物[おりもの]</b> 業[ぎょう]で 有名[ゆうめい]です。
JLPT2,新た,あらた,advancement,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,<b>新た</b>な計画が進んでいます。,<b>あらた</b> な けいかく が すすんで います,A new plan is in progress.,[sound:75ebdcb1544a24411ea60e20c1ffacfd.mp3],,新[あら]た,<b> 新[あら]た</b>な 計画[けいかく]が 進[すす]んでいます。
JLPT1,進出,しんしゅつ,advancement,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,大手チェーン店が<b>進出</b>している。,おおて ちぇーんてん が <b>しんしゅつ</b> して いる,That major store chain is expanding.,[sound:70ec847107926136b748b25b984d17f7.mp3],,進出[しんしゅつ],大手[おおて]チェーン 店[てん]が<b> 進出[しんしゅつ]</b>している。
JLPT1,進行,しんこう,progress - advancement,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,学会は予定通りに<b>進行</b>しています。,がっかい は よてい どおり に <b>しんこう</b> して います,The academic conference is proceeding as scheduled.,[sound:77c425707c8b29a76ddef906ac6d2762.mp3],,進行[しんこう],学会[がっかい]は 予定通[よてい どお]りに<b> 進行[しんこう]</b>しています。
JLPT2,進歩,しんぽ,national highway,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,科学技術は目覚しく<b>進歩</b>しているの。,かがく ぎじゅつ は めざましく <b>しんぽ</b> して いる の,Science and technology have advanced remarkably.,[sound:4a1cd476ce0f15721956a3e39268ee3b.mp3],,進歩[しんぽ],科学技術[かがく ぎじゅつ]は 目覚[めざま]しく<b> 進歩[しんぽ]</b>しているの。
JLPT0,国道,こくどう,march - parade,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この道をまっすぐ進むと<b>国道</b>に出ます。,この みち を まっすぐ すすむ と <b>こくどう</b> に でます,If you carry straight on this road you will come out at the national highway.,[sound:04829bf9fa149bef18d1ce2885aef6b9.mp3],,国道[こくどう],この 道[みち]をまっすぐ 進[すす]むと<b> 国道[こくどう]</b>に 出[で]ます。
JLPT1,行進,こうしん,steadily,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,開会式で選手たちが<b>行進</b>しました。,かいかいしき で せんしゅたち が <b>こうしん</b> しました,Players paraded at the opening ceremony.,[sound:db58a65fffd2976f0fe0e9d84ff6de66.mp3],,行進[こうしん],開会式[かいかいしき]で 選手[せんしゅ]たちが<b> 行進[こうしん]</b>しました。
JLPT2,どんどん,どんどん,northwest,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,彼は山道を<b>どんどん</b>進んで行ったの。,かれ は やまみち を <b>どんどん</b> すすんで いった の,He made quick progress along the mountain path.,[sound:c1aee7c0a150d100753dbbc46fc2b92e.mp3],,どんどん,彼[かれ]は 山道[やまみち]を<b>どんどん</b> 進[すす]んで 行[い]ったの。
JLPT0,北西,ほくせい,southwest,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,台風は<b>北西</b>に進んでいます。,たいふう は <b>ほくせい</b> に すすんで います,The typhoon is advancing toward the northwest.,[sound:9af17f8b0f6dd75b998b551942343070.mp3],,北西[ほくせい],台風[たいふう]は<b> 北西[ほくせい]</b>に 進[すす]んでいます。
JLPT0,南西,なんせい,in some way - somehow,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,ここから<b>南西</b>に進むと村があります。,ここ から <b>なんせい</b> に すすむ と むら が あります,Theres a village if you continue southwest from here.,[sound:8128c4ab24df41b2b100d602adea1aac.mp3],,南西[なんせい],ここから<b> 南西[なんせい]</b>に 進[すす]むと 村[むら]があります。
JLPT0,何となく,なんとなく,promotion,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,パーティーに行くのは<b>何となく</b>気が進まないな。,ぱーてぃー に いく の は <b>なんとなく</b> き が すすまない な,Somehow I dont feel like going to the party.,[sound:701059ec5919683b6c44aa703692a0a2.mp3],,何[なん]となく,パーティーに 行[い]くのは<b> 何[なん]となく</b> 気[き]が 進[すす]まないな。
JLPT1,推進,すいしん,market - exchange,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,その会社はリサイクルを<b>推進</b>しているね。,その かいしゃ は りさいくる を <b>すいしん</b> して いる ね,The company is promoting recycling.,[sound:683cc9d7aa9e9706f1cb4788728c939c.mp3],,推進[すいしん],その 会社[かいしゃ]はリサイクルを<b> 推進[すいしん]</b>しているね。
JLPT1,市場,しじょう,family finances,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,デジカメ<b>市場</b>は急速に拡大している。,でじかめ <b>しじょう</b> は きゅうそく に かくだい して いる,The digital camera market has expanded rapidly.,[sound:7645b7bd4049eb4d3dcbb2513f0f8fe5.mp3],,市場[しじょう],デジカメ<b> 市場[しじょう]</b>は 急速[きゅうそく]に 拡大[かくだい]している。
JLPT1,家計,かけい,person in charge - head,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女は<b>家計</b>を任されているの。,かのじょ は <b>かけい</b> を まかされて いる の,Shes in charge of the family budget.,[sound:a78574a9e7122cf96b4358d771fe74bd.mp3],,家計[かけい],彼女[かのじょ]は<b> 家計[かけい]</b>を 任[まか]されているの。
JLPT1,主任,しゅにん,support - maintain,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女は会計<b>主任</b>です。,かのじょ は かいけい <b>しゅにん</b> です,She is an account manager.,[sound:d2ddd4d4f877ba61749da49f741c96f9.mp3],,主任[しゅにん],彼女[かのじょ]は 会計[かいけい]<b> 主任[しゅにん]</b>です。
JLPT2,支える,ささえる,accomplish - realize,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,父親には一家を<b>支える</b>責任がある。,ちちおや に は いっか を <b>ささえる</b> せきにん が ある,My father has the responsibility to support the family.,[sound:4cccd6afc1d61ccb62cdea803d23c907.mp3],,支[ささ]える,父親[ちちおや]には 一家[いっか]を<b> 支[ささ]える</b> 責任[せきにん]がある。
JLPT1,果たす,はたす,supervisor,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,彼はしっかりと責任を<b>果たしました</b>。,かれ は しっかり と せきにん を <b>はたしました</b>,He fulfilled his responsibilities diligently.,[sound:cc95520b79eabda9c336c7d99c89488d.mp3],,果[は]たす,彼[かれ]はしっかりと 責任[せきにん]を<b> 果[は]たしました</b>。
JLPT0,担任,たんにん,resignation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,私は3年生のクラスを<b>担任</b>しています。,わたし は 3 ねんせい の くらす を <b>たんにん</b> して います,Im in charge of the third-grade class.,[sound:99250cdf9b83fd883f2f1a12fa76dfbc.mp3],,担任[たんにん],私[わたし]は3 年生[ねんせい]のクラスを<b> 担任[たんにん]</b>しています。
JLPT0,辞任,じにん,compliment - flattery,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,社長の<b>辞任</b>が決まりました。,しゃちょう の <b>じにん</b> が きまりました,The presidents resignation has been agreed upon.,[sound:97ed39691e54d4e2debf15d6885d3e7d.mp3],,辞任[じにん],社長[しゃちょう]の<b> 辞任[じにん]</b>が 決[き]まりました。
JLPT0,お世辞,おせじ,English-Japanese,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は<b>お世辞</b>を言うのが上手い。,かれ は <b>おせじ</b> を いう の が うまい,He is good at flattery.,[sound:8ff3c1a6402ff387c8e461bbaf69f083.mp3],,お 世辞[せじ],彼[かれ]は<b>お 世辞[せじ]</b>を 言[い]うのが 上手[うま]い。
JLPT2,英和,えいわ,electron - electronic,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>英和</b>辞書をよく使います。,<b>えいわ</b> じしょ を よく つかいます,I often use an English-Japanese dictionary.,[sound:4cd62754f80ca33d41a8a2fdb7cbdd76.mp3],,英和[えいわ],<b> 英和[えいわ]</b> 辞書[じしょ]をよく 使[つか]います。
JLPT2,電子,でんし,Japanese-English,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>電子</b>辞書はとても便利です。,<b>でんし</b> じしょ は とても べんり です,Electronic dictionaries are very useful.,[sound:2c0d7f84a5461fff04488b7429f53530.mp3],,電子[でんし],<b> 電子[でんし]</b> 辞書[じしょ]はとても 便利[べんり]です。
JLPT2,和英,わえい,conference - deliberation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私は<b>和英</b>辞書をよく使います。,わたし は <b>わえい</b> じしょ を よく つかいます,I often use a Japanese-English dictionary.,[sound:00c7facb7c4c3aa73c7cbfca4078c02d.mp3],,和英[わえい],私[わたし]は<b> 和英[わえい]</b> 辞書[じしょ]をよく 使[つか]います。
JLPT1,協議,きょうぎ,committee,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,委員会はその問題について<b>協議</b>しましたわ。,いいんかい は その もんだい に ついて <b>きょうぎ</b> しました わ,The committee discussed the issue.,[sound:ad19424840c0ca79c7796d968aca7203.mp3],,協議[きょうぎ],委員会[いいんかい]はその 問題[もんだい]について<b> 協議[きょうぎ]</b>しましたわ。
JLPT0,委員会,いいんかい,committee member - delegate,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,明日、<b>委員会</b>が開かれます。,あした <b>いいんかい</b> が ひらかれます,The committee meeting will be held tomorrow.,[sound:7c35e171ba18cc8a0be3f3e8409e6e04.mp3],,委員会[いいんかい],明日[あした]、<b> 委員会[いいんかい]</b>が 開[ひら]かれます。
JLPT2,委員,いいん,major companies,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は<b>委員</b>に選ばれました。,かれ は <b>いいん</b> に えらばれました,He was elected to the committee.,[sound:22c6dfe5096d36611162a2e082296a66.mp3],,委員[いいん],彼[かれ]は<b> 委員[いいん]</b>に 選[えら]ばれました。
JLPT0,大手,おおて,Japan National Railways,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は<b>大手</b>のメーカーに勤めています。,かれ は <b>おおて</b> の めーかー に つとめて います,He works for a big manufacturing company.,[sound:7a719b2758154b657b134fcfc04f5055.mp3],,大手[おおて],彼[かれ]は<b> 大手[おおて]</b>のメーカーに 勤[つと]めています。
JLPT0,国鉄,こくてつ,branch,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,父は以前、<b>国鉄</b>に勤めていました。,ちち は いぜん <b>こくてつ</b> に つとめて いました,My father used to work for Japan National Railways.,[sound:ad81c616f33a5a4b0f1dd6336426f5a4.mp3],,国鉄[こくてつ],父[ちち]は 以前[いぜん]、<b> 国鉄[こくてつ]</b>に 勤[つと]めていました。
JLPT2,支店,してん,middle-aged woman,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は<b>支店</b>に転勤したよ。,かれ は <b>してん</b> に てんきん した よ,He was transferred to one of the branches.,[sound:21af23e86b4a6ed3ee42059a88424794.mp3],,支店[してん],彼[かれ]は<b> 支店[してん]</b>に 転勤[てんきん]したよ。
JLPT0,おばさん,おばさん,trading firm,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>おばさん</b>、こんにちは。,<b>おばさん</b>、こんにちは。,Good afternoon (addressed to a familiar middle-aged woman).,[sound:1aecddb2ead9d19fdf52ed891c9d9c7d.mp3],,おばさん,<b>おばさん</b>、こんにちは。
JLPT2,商社,しょうしゃ,to go to work - attendance at work,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,兄は<b>商社</b>に勤めています。,あに は <b>しょうしゃ</b> に つとめて います,My elder brother works for a trading company.,[sound:da10c94972505c6e07c609c8cbbf8076.mp3],,商社[しょうしゃ],兄[あに]は<b> 商社[しょうしゃ]</b>に 勤[つと]めています。
JLPT2,出勤,しゅっきん,shipping - transportation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,毎朝7時5分に<b>出勤</b>します。,まいあさ しち じ ご ふん に <b>しゅっきん</b> します,I go to work at 7:05 every morning.,[sound:a5e21d96c6c4306b13f100f7b63841be.mp3],,出勤[しゅっきん],毎朝7時5分[まいあさ しち じ ご ふん]に<b> 出勤[しゅっきん]</b>します。
JLPT1,運送,うんそう,diligence - hard work,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼は<b>運送</b>会社に勤めているの。,かれ は <b>うんそう</b> がいしゃ に つとめて いる の,He works for a transportation company.,[sound:7780de0279a8a27f732280acae8b6e30.mp3],,運送[うんそう],彼[かれ]は<b> 運送[うんそう]</b> 会社[がいしゃ]に 勤[つと]めているの。
JLPT1,勤勉,きんべん,JR - Japan Railways,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,彼は<b>勤勉</b>な人です。,かれ は <b>きんべん</b> な ひと です,He is a diligent person.,[sound:cf850498d1fba5232e0d346045c706ae.mp3],,勤勉[きんべん],彼[かれ]は<b> 勤勉[きんべん]</b>な 人[ひと]です。
JLPT0,ＪＲ,じぇいあーる,number of days,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私は通勤に<b>JR</b>を使うんだ。,わたし は つうきん に <b>じぇいあーる</b> を つかう ん だ,I commute by JR.,[sound:b56399cc28d3a8f09bab06fbda70cca7.mp3],,ＪＲ[じぇいあーる],私[わたし]は 通勤[つうきん]に<b> JR[じぇいあーる]</b>を 使[つか]うんだ。
JLPT0,日数,にっすう,employment,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今月は出勤<b>日数</b>が多いです。,こんげつ は しゅっきん <b>にっすう</b> が おおい です,Im working many days this month.,[sound:312a11bedb2987f1877cb0998194dbba.mp3],,日数[にっすう],今月[こんげつ]は 出勤[しゅっきん]<b> 日数[にっすう]</b>が 多[おお]いです。
JLPT1,勤め先,つとめさき,service - duties,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私の<b>勤め先</b>にご連絡ください。,わたし の <b>つとめさき</b> に ごれんらく ください,Please contact my office.,[sound:bc392218882bb698759aaacc0e677abf.mp3],,勤[つと]め 先[さき],私[わたし]の<b> 勤[つと]め 先[さき]</b>にご 連絡[れんらく]ください。
JLPT2,勤め,つとめ,possibly - perhaps,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,来月で<b>勤め</b>をやめます。,らいげつ で <b>つとめ</b> を やめます,Ill quit my job next month.,[sound:42542dcef115a1bf0b5f842b6bdb9cb6.mp3],,勤[つと]め,来月[らいげつ]で<b> 勤[つと]め</b>をやめます。
JLPT2,もしかしたら,もしかしたら,duty - service,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,<b>もしかしたら</b>来年転勤になるかも知れない。,<b>もしかしたら</b> らいねん てんきん に なる かも しれない,Its possible that I might be transferred next year.,[sound:12b0c59861379e52067360b3ca6999aa.mp3],,もしかしたら,<b>もしかしたら</b> 来年転勤[らいねん てんきん]になるかも 知[し]れない。
JLPT1,勤務,きんむ,office duty - clerical work,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,私の一日の<b>勤務</b>時間は8時間です。,わたし の いちにち の <b>きんむ</b>じかん は はちじかん です,I work 8 hours a day.,[sound:0112d0553398d07395b7a44f6fe6cb2a.mp3],,勤務[きんむ],私[わたし]の 一日[いちにち]の<b> 勤務[きんむ]</b> 時間[じかん]は 8時間[はちじかん]です。
JLPT2,事務,じむ,public officer - government worker,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>事務</b>の経験が3年あります。,<b>じむ</b> の けいけん が さんねん あります,I have three years experience in clerical work.,[sound:367151e255328ef7b50e4efea300e65f.mp3],,事務[じむ],<b> 事務[じむ]</b>の 経験[けいけん]が 3年[さんねん]あります。
JLPT3,公務員,こうむいん,clerk - clerical staff,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私の父は<b>公務員</b>です。,わたし の ちち は <b>こうむいん</b> です,My father is a civil servant.,[sound:da3a885a197a9f121712f59eb9345734.mp3],,公務員[こうむいん],私[わたし]の 父[ちち]は<b> 公務員[こうむいん]</b>です。
JLPT0,事務員,じむいん,duty - mission,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,新しい<b>事務員</b>が入りました。,あたらしい <b>じむいん</b> が はいりました,A new clerk joined the office.,[sound:3394638623c25ff4b3e5bf71b8268839.mp3],,事務員[じむいん],新[あたら]しい<b> 事務員[じむいん]</b>が 入[はい]りました。
JLPT1,任務,にんむ,employee - worker,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は最後まで自分の<b>任務</b>を果たした。,かれ は さいご まで じぶん の <b>にんむ</b> を はたした,He fulfilled his duties right to the end.,[sound:145a3fd18e3b5d222610fd2eecbd5dea.mp3],,任務[にんむ],彼[かれ]は 最後[さいご]まで 自分[じぶん]の<b> 任務[にんむ]</b>を 果[は]たした。
JLPT1,従業員,じゅうぎょういん,strike,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,会社は<b>従業員</b>の数を増やす予定だ。,かいしゃ は <b>じゅうぎょういん</b> の かず を ふやす よてい だ,The company plans to increase the number of employees.,[sound:2600a353451a0fa5c817323219d5d250.mp3],,従業員[じゅうぎょういん],会社[かいしゃ]は<b> 従業員[じゅうぎょういん]</b>の 数[かず]を 増[ふ]やす 予定[よてい]だ。
JLPT1,ストライキ,ストライキ,conscience,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,従業員は明日から<b>ストライキ</b>です。,じゅうぎょういん は あす から <b>すとらいき</b> です,Employees will go on strike from tomorrow.,[sound:72be340f9c8c263042b88a437178229b.mp3],,ストライキ,従業員[じゅうぎょういん]は 明日[あす]から<b>ストライキ</b>です。
JLPT1,良心,りょうしん,law - rule,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私は<b>良心</b>に従って行動します。,わたし は <b>りょうしん</b> に したがって こうどう します,I behave according to my conscience.,[sound:4065713e6260ff8e1f07ec5db13ed7bf.mp3],,良心[りょうしん],私[わたし]は<b> 良心[りょうしん]</b>に 従[したが]って 行動[こうどう]します。
JLPT2,法,ほう,employ - hire,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,国民は<b>法</b>に従わなければならないよ。,こくみん は <b>ほう</b> に したがわなければ ならない よ,Citizens must observe the law.,[sound:6fcf00024d55cb1205a620ef126aace9.mp3],,法[ほう],国民[こくみん]は<b> 法[ほう]</b>に 従[したが]わなければならないよ。
JLPT2,雇う,やとう,achievement - performance,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,新しい社員を<b>雇いました</b>。,あたらしい しゃいん を <b>やといました</b>,We employed a new staff member.,[sound:5d904386b520d92560be43bd45256264.mp3],,雇[やと]う,新[あたら]しい 社員[しゃいん]を<b> 雇[やと]いました</b>。
JLPT2,実績,じっせき,of course - obvious,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は営業で<b>実績</b>を上げたんだ。,かれ は えいぎょう で <b>じっせき</b> を あげた ん だ,He achieved good results working in sales.,[sound:88923efb744a830e42e43d8bc9f529bf.mp3],,実績[じっせき],彼[かれ]は 営業[えいぎょう]で<b> 実績[じっせき]</b>を 上[あ]げたんだ。
JLPT0,当たり前,あたりまえ,low class - inferiority - below,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,あなたの成績が下がったのは<b>当たり前</b>です。,あなた の せいせき が さがった の は <b>あたりまえ</b> です,No wonder your grades dropped.,[sound:eca7e16ba770d7e3547ba313e6622245.mp3],,当[あ]たり 前[まえ],あなたの 成績[せいせき]が 下[さ]がったのは<b> 当[あ]たり 前[まえ]</b>です。
JLPT2,下,げ,top,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女の成績は上の<b>下</b>です。,かのじょ の せいせき は じょう の <b>げ</b> です,Her grades are ranked at the bottom of the top group.,[sound:aaf2d0ecf0bc327da2dda390f01337bc.mp3],,下[げ],彼女[かのじょ]の 成績[せいせき]は 上[じょう]の<b> 下[げ]</b>です。
JLPT2,トップ,トップ,rank next to - come next,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は<b>トップ</b>の成績で合格しました。,かれ は <b>とっぷ</b> の せいせき で ごうかく しました,He passed with the best score.,[sound:6057d726496c461ea8e5990a992d9d4b.mp3],,トップ,彼[かれ]は<b>トップ</b>の 成績[せいせき]で 合格[ごうかく]しました。
JLPT2,次ぐ,つぐ,level - standard,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,彼はトップに<b>次ぐ</b>好成績でした。,かれ は とっぷ に <b>つぐ</b> こうせいせき でした,His excellent results were next to the top.,[sound:7f40258ba135949064bb1f851de06922.mp3],,次[つ]ぐ,彼[かれ]はトップに<b> 次[つ]ぐ</b> 好成績[こうせいせき]でした。
JLPT2,水準,すいじゅん,application,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今年の応募作品は<b>水準</b>が高かったね。,ことし の おうぼ さくひん は <b>すいじゅん</b> が たかかった ね,The standard of entries this year was high.,[sound:7df55339d8dd93fa2a69e109b41b5b64.mp3],,水準[すいじゅん],今年[ことし]の 応募作品[おうぼ さくひん]は<b> 水準[すいじゅん]</b>が 高[たか]かったね。
JLPT1,応募,おうぼ,large number - multitude,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,求人に多数の<b>応募</b>があった。,きゅうじん に たすう の <b>おうぼ</b> が あった,There were a lot of applications for the job opening.,[sound:2f920f25b38831ba6b28e86cf7ebd01b.mp3],,応募[おうぼ],求人[きゅうじん]に 多数[たすう]の<b> 応募[おうぼ]</b>があった。
JLPT0,多数,たすう,size,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,その仕事に<b>多数</b>の応募があったよ。,その しごと に <b>たすう</b> の おうぼ が あった よ,There were a lot of applications for the job.,[sound:ed39aa00331de8fc3d79b8f4ac2a7fa1.mp3],,多数[たすう],その 仕事[しごと]に<b> 多数[たすう]</b>の 応募[おうぼ]があったよ。
JLPT2,大小,だいしょう,have - possess,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,応募作品の<b>大小</b>は問いません。,おうぼ さくひん の <b>だいしょう</b> は といません,Submitted works of all sizes accepted.,[sound:998ef4212a07240b6ad8be3fd9902841.mp3],,大小[だいしょう],応募作品[おうぼ さくひん]の<b> 大小[だいしょう]</b>は 問[と]いません。
JLPT1,有する,ゆうする,concentration - convergence,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,資格を<b>有する</b>人のみ応募できます。,しかく を <b>ゆうする</b> ひと のみ おうぼ できます,Only qualified individuals may apply.,[sound:ffff92bbb7441d6ca3d7a6a2bb279490.mp3],,有[ゆう]する,資格[しかく]を<b> 有[ゆう]する</b> 人[ひと]のみ 応募[おうぼ]できます。
JLPT2,集中,しゅうちゅう,gathering - assembly,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,勉強に<b>集中</b>しなさい。,べんきょう に <b>しゅうちゅう</b> しなさい,Concentrate on studying.,[sound:6272fc7090ef614a3f7f6c21bfc90c04.mp3],,集中[しゅうちゅう],勉強[べんきょう]に<b> 集中[しゅうちゅう]</b>しなさい。
JLPT2,集合,しゅうごう,union - guild,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,7時5分に駅で<b>集合</b>しましょう。,しち じ ご ふん に えき で <b>しゅうごう</b> しましょう,Lets meet at the station at 7:05,[sound:011df305129645fef38a4618169cc64d.mp3],,集合[しゅうごう],7時5分[しち じ ご ふん]に 駅[えき]で<b> 集合[しゅうごう]</b>しましょう。
JLPT2,組合,くみあい,high degree,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今日は<b>組合</b>の集まりがあるわ。,きょう は <b>くみあい</b> の あつまり が ある わ,There is a union meeting today.,[sound:1fd7ea7079abfac3c8d76ce4f854877a.mp3],,組合[くみあい],今日[きょう]は<b> 組合[くみあい]</b>の 集[あつ]まりがあるわ。
